TTIME PSIB TFORC(1) TFORC(2) TFORC(3) TAMOM(1) TAMOM(2) TAMOM(3) TFORC2D(1) TFORC2D(2) TFORC2D(3) TAMOM2D(1) TAMOM2D(2) TAMOM2D(3) TFORCDS2D(1)  TFORCDS2D(2)  TFORCDS2D(3)  TAMOMDS2D(1)  TAMOMDS2D(2) TAMOMDS2D(3)
      0.10000000E+03      0.00000000E+00      0.30436856E+00     -0.18780176E-04      0.67970324E+00      0.20272897E-04      0.14051163E+01     -0.12117150E-04      0.18364797E+01      0.00000000E+00      0.62469273E+01      0.68768936E-05     -0.18508874E+01     -0.31523871E-05      0.18177867E+01      0.00000000E+00      0.62762408E+01      0.83707346E-05     -0.16709154E+01     -0.33172312E-05
      0.10000000E+03      0.00000000E+00      0.61363542E+00      0.16896303E-03      0.45119371E+01      0.10913460E-04      0.12437901E+01      0.87518762E-04      0.21272151E+01      0.00000000E+00      0.97886868E+01      0.27559707E-04     -0.19997956E+01     -0.50746362E-05      0.21389925E+01      0.00000000E+00      0.10124342E+02      0.30919917E-04     -0.18441839E+01     -0.53437884E-05
      0.10000000E+03      0.00000000E+00      0.85896164E+00      0.43875922E-03      0.82541161E+01      0.39741280E-06      0.10861180E+01      0.23058122E-03      0.23515916E+01      0.00000000E+00      0.13245070E+02      0.65505512E-04     -0.21449428E+01     -0.74718600E-05      0.23880427E+01      0.00000000E+00      0.13882034E+02      0.71600087E-04     -0.20128398E+01     -0.79747742E-05
      0.10000000E+03      0.00000000E+00      0.10466332E+01      0.34239129E-03      0.11954740E+02     -0.21531923E-04      0.92987639E+00      0.18149614E-03      0.25162978E+01      0.00000000E+00      0.16657742E+02      0.34689911E-04     -0.22881901E+01     -0.58671908E-05      0.25722697E+01      0.00000000E+00      0.17595722E+02      0.38139533E-04     -0.21791523E+01     -0.61801152E-05
      0.10000000E+03      0.00000000E+00      0.11822219E+01     -0.28713921E-03      0.15732230E+02      0.37227357E-04      0.76997226E+00     -0.15731835E-03      0.26257184E+01      0.00000000E+00      0.20133652E+02     -0.30919902E-04     -0.24335411E+01     -0.38331814E-05      0.26966255E+01      0.00000000E+00      0.21382982E+02     -0.34466379E-04     -0.23479111E+01     -0.39384208E-05
      0.10000000E+03      0.00000000E+00      0.12615108E+01      0.15000392E-02      0.19523037E+02     -0.19566237E-03      0.60919082E+00      0.80779858E-03      0.26756649E+01      0.00000000E+00      0.23607803E+02      0.14463814E-03     -0.25772183E+01     -0.82374063E-05      0.27564573E+01      0.00000000E+00      0.25174431E+02      0.15600772E-03     -0.25148664E+01     -0.87310073E-05
      0.10000000E+03      0.00000000E+00      0.12840031E+01     -0.47075438E-04      0.23258387E+02      0.16410833E-04      0.44989610E+00     -0.30132087E-04      0.26668372E+01      0.00000000E+00      0.27018120E+02     -0.21830124E-05     -0.27197587E+01     -0.71039854E-05      0.27523425E+01      0.00000000E+00      0.28903536E+02     -0.29131693E-05     -0.26805103E+01     -0.75566081E-05
      0.10000000E+03      0.00000000E+00      0.12506106E+01     -0.66166947E-03      0.27049824E+02      0.12154841E-03      0.28835458E+00     -0.36662232E-03      0.25989313E+01      0.00000000E+00      0.30461077E+02     -0.58993694E-04     -0.28628764E+01     -0.92748978E-05      0.26839759E+01      0.00000000E+00      0.32676880E+02     -0.65542750E-04     -0.28469903E+01     -0.99482440E-05
      0.10000000E+03      0.00000000E+00      0.11615558E+01     -0.11128840E-02      0.30795547E+02      0.19800321E-03      0.12844349E+00     -0.61630207E-03      0.23717582E+01      0.00000000E+00      0.32819283E+02     -0.11996924E-03     -0.24228747E+01     -0.13575745E-04      0.24509432E+01      0.00000000E+00      0.35368279E+02     -0.13141707E-03     -0.24296081E+01     -0.14467952E-04
      0.10000000E+03      0.00000000E+00      0.10163999E+01     -0.10065333E-03      0.34554787E+02      0.19768924E-04     -0.32372653E-01     -0.63284046E-04      0.19780499E+01      0.00000000E+00      0.34004112E+02     -0.12528144E-04     -0.13379322E+01     -0.13399259E-04      0.20458109E+01      0.00000000E+00      0.36895420E+02     -0.14325597E-04     -0.13670747E+01     -0.14397171E-04
