TTIME PSIB TFORC(1) TFORC(2) TFORC(3) TAMOM(1) TAMOM(2) TAMOM(3) TFORC2D(1) TFORC2D(2) TFORC2D(3) TAMOM2D(1) TAMOM2D(2) TAMOM2D(3) TFORCDS2D(1)  TFORCDS2D(2)  TFORCDS2D(3)  TAMOMDS2D(1)  TAMOMDS2D(2) TAMOMDS2D(3)
      0.10999998E+00      0.00000000E+00      0.42016694E+00     -0.27658544E-02      0.18925525E+01      0.25252346E-02      0.67689103E+00     -0.15994598E-02      0.17872684E+01      0.00000000E+00      0.62554626E+01      0.19453578E-02     -0.19234244E+01     -0.12822993E-03      0.16771401E+01      0.00000000E+00      0.54457417E+01      0.19365102E-02     -0.13531339E+01     -0.12091440E-03
      0.14999999E+00      0.00000000E+00      0.68771249E+00     -0.56684112E-04      0.52597752E+01     -0.90656831E-03      0.58976257E+00      0.16418249E-03      0.20570812E+01      0.00000000E+00      0.94664993E+01     -0.11772513E-02     -0.20567558E+01      0.11182031E-03      0.20993392E+01      0.00000000E+00      0.99589186E+01     -0.87990984E-03     -0.20194924E+01      0.61701190E-04
      0.10999998E+00      0.00000000E+00      0.89909178E+00     -0.20153243E-02      0.85309219E+01      0.11426439E-02      0.50917518E+00     -0.12333191E-02      0.22686648E+01      0.00000000E+00      0.12575275E+02      0.90499222E-03     -0.21734834E+01     -0.90767484E-04      0.21786795E+01      0.00000000E+00      0.12021426E+02      0.99412352E-03     -0.15938344E+01     -0.93968440E-04
      0.14999999E+00      0.00000000E+00      0.10740459E+01      0.53738180E-03      0.11942235E+02     -0.10601233E-03      0.39458609E+00      0.10702168E-03      0.24356527E+01      0.00000000E+00      0.15761705E+02      0.36638975E-03     -0.23048129E+01     -0.55085726E-04      0.25171199E+01      0.00000000E+00      0.16793011E+02      0.11216850E-03     -0.23114328E+01     -0.15667496E-04
      0.20000002E+00      0.00000000E+00      0.11976542E+01     -0.28447870E-02      0.15298393E+02      0.64671191E-03      0.30184904E+00     -0.14160342E-02      0.25535486E+01      0.00000000E+00      0.18928408E+02     -0.25624782E-03     -0.24288192E+01      0.10220442E-03      0.26343036E+01      0.00000000E+00      0.20140343E+02     -0.40151175E-04     -0.23736069E+01      0.77446137E-04
      0.19000001E+00      0.00000000E+00      0.12763846E+01      0.13208581E-02      0.18692204E+02     -0.47288238E-04      0.18876259E+00      0.62777882E-03      0.25664907E+01      0.00000000E+00      0.21545595E+02     -0.17205253E-02     -0.22473912E+01      0.15430353E-03      0.26668804E+01      0.00000000E+00      0.23148294E+02      0.32112013E-04     -0.22700729E+01     -0.21183720E-04
      0.29999998E+00      0.00000000E+00      0.13063288E+01      0.18355927E-03      0.22104662E+02      0.17307227E-03      0.96819550E-01      0.85166794E-04      0.25169859E+01      0.00000000E+00      0.24045256E+02      0.18734859E-03     -0.19740601E+01     -0.17025364E-04      0.26111808E+01      0.00000000E+00      0.25824718E+02      0.23836271E-03     -0.19589427E+01     -0.21980932E-04
      0.99999934E+00      0.00000000E+00      0.12869483E+01      0.67067267E-04      0.25534649E+02     -0.20447787E-04      0.48565860E-02      0.25620853E-04      0.23653598E+01      0.00000000E+00      0.26018805E+02     -0.60480011E-05     -0.14061842E+01     -0.12942446E-04      0.24595447E+01      0.00000000E+00      0.28093689E+02     -0.98356895E-05     -0.14075414E+01     -0.12970386E-04
      0.99999934E+00      0.00000000E+00      0.12211310E+01     -0.11638594E-04      0.28892948E+02     -0.52762853E-05     -0.84094405E-01     -0.12162877E-04      0.21829154E+01      0.00000000E+00      0.28041922E+02     -0.64633709E-05     -0.91826081E+00     -0.93867720E-05      0.22728770E+01      0.00000000E+00      0.30412668E+02     -0.77858485E-05     -0.93586212E+00     -0.98757164E-05
      0.99999934E+00      0.00000000E+00      0.11076515E+01     -0.27595568E-05      0.32246876E+02      0.12932129E-04     -0.17519274E+00     -0.87050867E-05      0.20776470E+01      0.00000000E+00      0.31247702E+02      0.10959812E-04     -0.11001048E+01     -0.10430639E-04      0.21590438E+01      0.00000000E+00      0.33919445E+02      0.86464070E-05     -0.11343206E+01     -0.11034806E-04
      0.99999934E+00      0.00000000E+00      0.94728661E+00     -0.67819002E-06      0.35599041E+02     -0.47894910E-05     -0.26692554E+00     -0.87907783E-05      0.19242948E+01      0.00000000E+00      0.34432087E+02      0.36731442E-05     -0.12830440E+01     -0.13157319E-04      0.19926575E+01      0.00000000E+00      0.37413136E+02      0.88662699E-06     -0.13340477E+01     -0.14058752E-04
      0.99999934E+00      0.00000000E+00      0.73784173E+00     -0.10750209E-05      0.38972885E+02     -0.29661500E-04     -0.35878286E+00     -0.80130112E-05      0.17213333E+01      0.00000000E+00      0.37612900E+02     -0.18367537E-04     -0.14667571E+01     -0.16599282E-04      0.17717880E+01      0.00000000E+00      0.40911972E+02     -0.22128217E-04     -0.15347359E+01     -0.17797196E-04
      0.99999934E+00      0.00000000E+00      0.48090795E+00      0.21780877E-05      0.42373730E+02     -0.63903193E-04     -0.45843589E+00     -0.67551368E-05      0.14700164E+01      0.00000000E+00      0.40786591E+02     -0.47193833E-04     -0.16565461E+01     -0.21224580E-04      0.14976788E+01      0.00000000E+00      0.44419533E+02     -0.54787837E-04     -0.17427015E+01     -0.22956723E-04
      0.99999934E+00      0.00000000E+00      0.17437097E+00      0.59281342E-05      0.45791306E+02     -0.50439292E-04     -0.55990404E+00     -0.64200831E-05      0.11687331E+01      0.00000000E+00      0.43943542E+02     -0.29267736E-04     -0.18475099E+01     -0.22457534E-04      0.11680927E+01      0.00000000E+00      0.47918335E+02     -0.36871985E-04     -0.19520234E+01     -0.24247071E-04
      0.99999934E+00      0.00000000E+00     -0.17738901E+00      0.94443685E-05      0.49128983E+02     -0.65553613E-04     -0.65762180E+00     -0.41075323E-05      0.82745308E+00      0.00000000E+00      0.46983631E+02     -0.41762360E-04     -0.20321820E+01     -0.27351634E-04      0.79381830E+00      0.00000000E+00      0.51308857E+02     -0.47474161E-04     -0.21553867E+01     -0.29706251E-04
      0.99999934E+00      0.00000000E+00     -0.57705903E+00     -0.19424735E-04      0.52447536E+02     -0.64074906E-04     -0.75430566E+00     -0.20335685E-04      0.44215080E+00      0.00000000E+00      0.49964828E+02     -0.52279756E-04     -0.22135382E+01     -0.28866198E-04      0.37004557E+00      0.00000000E+00      0.54644424E+02     -0.56996963E-04     -0.23552208E+01     -0.31455274E-04
      0.99999934E+00      0.00000000E+00     -0.10195242E+01     -0.12606787E-04      0.55770298E+02     -0.87129731E-04     -0.85148239E+00     -0.23813504E-04      0.12410555E-01      0.00000000E+00      0.52893078E+02     -0.69159541E-04     -0.23913133E+01     -0.35238074E-04     -0.10416549E+00      0.00000000E+00      0.57941231E+02     -0.81590835E-04     -0.25519376E+01     -0.38625527E-04
